,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
62,-167.62,-159.62,-151.78,-144.11,-136.6,-129.25,-122.07,-115.05,-108.19,-101.5,-94.97,-88.603,-82.4,-76.36,-70.483,-64.769,-59.218,-53.831,-48.607,-43.547,-38.649,-33.915,-29.344,-24.936,-20.692,-16.611,-12.693,-8.9379,-5.3464,-1.9182,1.3468,4.4485,7.387,10.162,12.774,15.223,17.508,19.631,21.59,23.385,25.018,26.487,27.793,28.936,29.915,30.732,31.385,31.874,32.201,32.364,32.364,32.201,31.874,31.385,30.732,29.915,28.936,27.793,26.487,25.018,23.385,21.59,19.631,17.508,15.223,12.774,10.162,7.387,4.4485,1.3468,-1.9182,-5.3464,-8.9379,-12.693,-16.611,-20.692,-24.936,-29.344,-33.915,-38.649,-43.547,-48.607,-53.831,-59.218,-64.769,-70.483,-76.36,-82.4,-88.603,-94.97,-101.5,-108.19,-115.05,-122.07,-129.25,-136.6,-144.11,-151.78,-159.62,-167.62
63,-161.74,-153.74,-145.9,-138.23,-130.72,-123.38,-116.19,-109.17,-102.32,-95.623,-89.093,-82.726,-76.523,-70.483,-64.606,-58.892,-53.341,-47.954,-42.73,-37.67,-32.772,-28.038,-23.467,-19.059,-14.815,-10.734,-6.8156,-3.0609,0.53056,3.9588,7.2238,10.325,13.264,16.039,18.651,21.1,23.385,25.508,27.467,29.262,30.895,32.364,33.67,34.813,35.792,36.609,37.262,37.751,38.078,38.241,38.241,38.078,37.751,37.262,36.609,35.792,34.813,33.67,32.364,30.895,29.262,27.467,25.508,23.385,21.1,18.651,16.039,13.264,10.325,7.2238,3.9588,0.53056,-3.0609,-6.8156,-10.734,-14.815,-19.059,-23.467,-28.038,-32.772,-37.67,-42.73,-47.954,-53.341,-58.892,-64.606,-70.483,-76.523,-82.726,-89.093,-95.623,-102.32,-109.17,-116.19,-123.38,-130.72,-138.23,-145.9,-153.74,-161.74
64,-155.37,-147.37,-139.54,-131.86,-124.35,-117.01,-109.83,-102.81,-95.949,-89.256,-82.726,-76.36,-70.156,-64.116,-58.239,-52.525,-46.975,-41.588,-36.364,-31.303,-26.405,-21.671,-17.1,-12.693,-8.4481,-4.3669,-0.44893,3.3058,6.8973,10.325,13.59,16.692,19.631,22.406,25.018,27.467,29.752,31.874,33.833,35.629,37.262,38.731,40.037,41.179,42.159,42.975,43.628,44.118,44.444,44.608,44.608,44.444,44.118,43.628,42.975,42.159,41.179,40.037,38.731,37.262,35.629,33.833,31.874,29.752,27.467,25.018,22.406,19.631,16.692,13.59,10.325,6.8973,3.3058,-0.44893,-4.3669,-8.4481,-12.693,-17.1,-21.671,-26.405,-31.303,-36.364,-41.588,-46.975,-52.525,-58.239,-64.116,-70.156,-76.36,-82.726,-89.256,-95.949,-102.81,-109.83,-117.01,-124.35,-131.86,-139.54,-147.37,-155.37
65,-148.52,-140.52,-132.68,-125.01,-117.5,-110.15,-102.97,-95.949,-89.093,-82.4,-75.87,-69.503,-63.3,-57.259,-51.383,-45.669,-40.118,-34.731,-29.507,-24.446,-19.549,-14.815,-10.244,-5.8361,-1.5917,2.4895,6.4075,10.162,13.754,17.182,20.447,23.549,26.487,29.262,31.874,34.323,36.609,38.731,40.69,42.485,44.118,45.587,46.893,48.036,49.015,49.832,50.485,50.974,51.301,51.464,51.464,51.301,50.974,50.485,49.832,49.015,48.036,46.893,45.587,44.118,42.485,40.69,38.731,36.609,34.323,31.874,29.262,26.487,23.549,20.447,17.182,13.754,10.162,6.4075,2.4895,-1.5917,-5.8361,-10.244,-14.815,-19.549,-24.446,-29.507,-34.731,-40.118,-45.669,-51.383,-57.259,-63.3,-69.503,-75.87,-82.4,-89.093,-95.949,-102.97,-110.15,-117.5,-125.01,-132.68,-140.52,-148.52
66,-141.17,-133.17,-125.33,-117.66,-110.15,-102.81,-95.623,-88.603,-81.747,-75.054,-68.524,-62.157,-55.953,-49.913,-44.036,-38.323,-32.772,-27.385,-22.161,-17.1,-12.203,-7.4686,-2.8977,1.51,5.7545,9.8357,13.754,17.508,21.1,24.528,27.793,30.895,33.833,36.609,39.22,41.669,43.955,46.077,48.036,49.832,51.464,52.933,54.239,55.382,56.362,57.178,57.831,58.321,58.647,58.81,58.81,58.647,58.321,57.831,57.178,56.362,55.382,54.239,52.933,51.464,49.832,48.036,46.077,43.955,41.669,39.22,36.609,33.833,30.895,27.793,24.528,21.1,17.508,13.754,9.8357,5.7545,1.51,-2.8977,-7.4686,-12.203,-17.1,-22.161,-27.385,-32.772,-38.323,-44.036,-49.913,-55.953,-62.157,-68.524,-75.054,-81.747,-88.603,-95.623,-102.81,-110.15,-117.66,-125.33,-133.17,-141.17
67,-133.33,-125.33,-117.5,-109.83,-102.32,-94.97,-87.787,-80.767,-73.911,-67.218,-60.688,-54.321,-48.118,-42.077,-36.2,-30.487,-24.936,-19.549,-14.325,-9.2644,-4.3669,0.36731,4.9383,9.346,13.59,17.672,21.59,25.344,28.936,32.364,35.629,38.731,41.669,44.444,47.056,49.505,51.791,53.913,55.872,57.668,59.3,60.769,62.075,63.218,64.198,65.014,65.667,66.157,66.483,66.646,66.646,66.483,66.157,65.667,65.014,64.198,63.218,62.075,60.769,59.3,57.668,55.872,53.913,51.791,49.505,47.056,44.444,41.669,38.731,35.629,32.364,28.936,25.344,21.59,17.672,13.59,9.346,4.9383,0.36731,-4.3669,-9.2644,-14.325,-19.549,-24.936,-30.487,-36.2,-42.077,-48.118,-54.321,-60.688,-67.218,-73.911,-80.767,-87.787,-94.97,-102.32,-109.83,-117.5,-125.33,-133.33
68,-125.01,-117.01,-109.17,-101.5,-93.99,-86.644,-79.461,-72.442,-65.585,-58.892,-52.362,-45.995,-39.792,-33.752,-27.875,-22.161,-16.611,-11.223,-5.9994,-0.93868,3.9588,8.693,13.264,17.672,21.916,25.997,29.915,33.67,37.262,40.69,43.955,47.056,49.995,52.77,55.382,57.831,60.116,62.239,64.198,65.993,67.626,69.095,70.401,71.544,72.523,73.339,73.992,74.482,74.809,74.972,74.972,74.809,74.482,73.992,73.339,72.523,71.544,70.401,69.095,67.626,65.993,64.198,62.239,60.116,57.831,55.382,52.77,49.995,47.056,43.955,40.69,37.262,33.67,29.915,25.997,21.916,17.672,13.264,8.693,3.9588,-0.93868,-5.9994,-11.223,-16.611,-22.161,-27.875,-33.752,-39.792,-45.995,-52.362,-58.892,-65.585,-72.442,-79.461,-86.644,-93.99,-101.5,-109.17,-117.01,-125.01
69,-116.19,-108.19,-100.36,-92.684,-85.175,-77.829,-70.646,-63.626,-56.77,-50.077,-43.547,-37.18,-30.976,-24.936,-19.059,-13.346,-7.7951,-2.4079,2.816,7.8767,12.774,17.508,22.079,26.487,30.732,34.813,38.731,42.485,46.077,49.505,52.77,55.872,58.81,61.586,64.198,66.646,68.932,71.054,73.013,74.809,76.441,77.91,79.216,80.359,81.339,82.155,82.808,83.298,83.624,83.787,83.787,83.624,83.298,82.808,82.155,81.339,80.359,79.216,77.91,76.441,74.809,73.013,71.054,68.932,66.646,64.198,61.586,58.81,55.872,52.77,49.505,46.077,42.485,38.731,34.813,30.732,26.487,22.079,17.508,12.774,7.8767,2.816,-2.4079,-7.7951,-13.346,-19.059,-24.936,-30.976,-37.18,-43.547,-50.077,-56.77,-63.626,-70.646,-77.829,-85.175,-92.684,-100.36,-108.19,-116.19
70,-106.89,-98.888,-91.052,-83.379,-75.87,-68.524,-61.341,-54.321,-47.465,-40.771,-34.241,-27.875,-21.671,-15.631,-9.7541,-4.0404,1.51,6.8973,12.121,17.182,22.079,26.814,31.385,35.792,40.037,44.118,48.036,51.791,55.382,58.81,62.075,65.177,68.115,70.891,73.503,75.951,78.237,80.359,82.318,84.114,85.746,87.216,88.522,89.664,90.644,91.46,92.113,92.603,92.929,93.093,93.093,92.929,92.603,92.113,91.46,90.644,89.664,88.522,87.216,85.746,84.114,82.318,80.359,78.237,75.951,73.503,70.891,68.115,65.177,62.075,58.81,55.382,51.791,48.036,44.118,40.037,35.792,31.385,26.814,22.079,17.182,12.121,6.8973,1.51,-4.0404,-9.7541,-15.631,-21.671,-27.875,-34.241,-40.771,-47.465,-54.321,-61.341,-68.524,-75.87,-83.379,-91.052,-98.888,-106.89
71,-97.092,-89.093,-81.257,-73.584,-66.075,-58.729,-51.546,-44.526,-37.67,-30.976,-24.446,-18.08,-11.876,-5.8361,0.040812,5.7545,11.305,16.692,21.916,26.977,31.874,36.609,41.179,45.587,49.832,53.913,57.831,61.586,65.177,68.605,71.87,74.972,77.91,80.686,83.298,85.746,88.032,90.154,92.113,93.909,95.541,97.011,98.316,99.459,100.44,101.25,101.91,102.4,102.72,102.89,102.89,102.72,102.4,101.91,101.25,100.44,99.459,98.316,97.011,95.541,93.909,92.113,90.154,88.032,85.746,83.298,80.686,77.91,74.972,71.87,68.605,65.177,61.586,57.831,53.913,49.832,45.587,41.179,36.609,31.874,26.977,21.916,16.692,11.305,5.7545,0.040812,-5.8361,-11.876,-18.08,-24.446,-30.976,-37.67,-44.526,-51.546,-58.729,-66.075,-73.584,-81.257,-89.093,-97.092
72,-86.807,-78.808,-70.972,-63.3,-55.79,-48.444,-41.261,-34.241,-27.385,-20.692,-14.162,-7.7951,-1.5917,4.4485,10.325,16.039,21.59,26.977,32.201,37.262,42.159,46.893,51.464,55.872,60.116,64.198,68.115,71.87,75.462,78.89,82.155,85.257,88.195,90.97,93.582,96.031,98.316,100.44,102.4,104.19,105.83,107.3,108.6,109.74,110.72,111.54,112.19,112.68,113.01,113.17,113.17,113.01,112.68,112.19,111.54,110.72,109.74,108.6,107.3,105.83,104.19,102.4,100.44,98.316,96.031,93.582,90.97,88.195,85.257,82.155,78.89,75.462,71.87,68.115,64.198,60.116,55.872,51.464,46.893,42.159,37.262,32.201,26.977,21.59,16.039,10.325,4.4485,-1.5917,-7.7951,-14.162,-20.692,-27.385,-34.241,-41.261,-48.444,-55.79,-63.3,-70.972,-78.808,-86.807
73,-76.033,-68.034,-60.198,-52.525,-45.016,-37.67,-30.487,-23.467,-16.611,-9.9174,-3.3874,2.9793,9.1827,15.223,21.1,26.814,32.364,37.751,42.975,48.036,52.933,57.668,62.239,66.646,70.891,74.972,78.89,82.645,86.236,89.664,92.929,96.031,98.969,101.74,104.36,106.81,109.09,111.21,113.17,114.97,116.6,118.07,119.38,120.52,121.5,122.31,122.97,123.46,123.78,123.95,123.95,123.78,123.46,122.97,122.31,121.5,120.52,119.38,118.07,116.6,114.97,113.17,111.21,109.09,106.81,104.36,101.74,98.969,96.031,92.929,89.664,86.236,82.645,78.89,74.972,70.891,66.646,62.239,57.668,52.933,48.036,42.975,37.751,32.364,26.814,21.1,15.223,9.1827,2.9793,-3.3874,-9.9174,-16.611,-23.467,-30.487,-37.67,-45.016,-52.525,-60.198,-68.034,-76.033
74,-64.769,-56.77,-48.934,-41.261,-33.752,-26.405,-19.223,-12.203,-5.3464,1.3468,7.8767,14.243,20.447,26.487,32.364,38.078,43.628,49.015,54.239,59.3,64.198,68.932,73.503,77.91,82.155,86.236,90.154,93.909,97.5,100.93,104.19,107.3,110.23,113.01,115.62,118.07,120.36,122.48,124.44,126.23,127.86,129.33,130.64,131.78,132.76,133.58,134.23,134.72,135.05,135.21,135.21,135.05,134.72,134.23,133.58,132.76,131.78,130.64,129.33,127.86,126.23,124.44,122.48,120.36,118.07,115.62,113.01,110.23,107.3,104.19,100.93,97.5,93.909,90.154,86.236,82.155,77.91,73.503,68.932,64.198,59.3,54.239,49.015,43.628,38.078,32.364,26.487,20.447,14.243,7.8767,1.3468,-5.3464,-12.203,-19.223,-26.405,-33.752,-41.261,-48.934,-56.77,-64.769
75,-53.015,-45.016,-37.18,-29.507,-21.998,-14.652,-7.4686,-0.44893,6.4075,13.101,19.631,25.997,32.201,38.241,44.118,49.832,55.382,60.769,65.993,71.054,75.951,80.686,85.257,89.664,93.909,97.99,101.91,105.66,109.25,112.68,115.95,119.05,121.99,124.76,127.37,129.82,132.11,134.23,136.19,137.99,139.62,141.09,142.39,143.54,144.52,145.33,145.99,146.47,146.8,146.96,146.96,146.8,146.47,145.99,145.33,144.52,143.54,142.39,141.09,139.62,137.99,136.19,134.23,132.11,129.82,127.37,124.76,121.99,119.05,115.95,112.68,109.25,105.66,101.91,97.99,93.909,89.664,85.257,80.686,75.951,71.054,65.993,60.769,55.382,49.832,44.118,38.241,32.201,25.997,19.631,13.101,6.4075,-0.44893,-7.4686,-14.652,-21.998,-29.507,-37.18,-45.016,-53.015
76,-40.771,-32.772,-24.936,-17.264,-9.7541,-2.4079,4.775,11.795,18.651,25.344,31.874,38.241,44.444,50.485,56.362,62.075,67.626,73.013,78.237,83.298,88.195,92.929,97.5,101.91,106.15,110.23,114.15,117.91,121.5,124.93,128.19,131.29,134.23,137.01,139.62,142.07,144.35,146.47,148.43,150.23,151.86,153.33,154.64,155.78,156.76,157.58,158.23,158.72,159.04,159.21,159.21,159.04,158.72,158.23,157.58,156.76,155.78,154.64,153.33,151.86,150.23,148.43,146.47,144.35,142.07,139.62,137.01,134.23,131.29,128.19,124.93,121.5,117.91,114.15,110.23,106.15,101.91,97.5,92.929,88.195,83.298,78.237,73.013,67.626,62.075,56.362,50.485,44.444,38.241,31.874,25.344,18.651,11.795,4.775,-2.4079,-9.7541,-17.264,-24.936,-32.772,-40.771
77,-28.038,-20.039,-12.203,-4.5301,2.9793,10.325,17.508,24.528,31.385,38.078,44.608,50.974,57.178,63.218,69.095,74.809,80.359,85.746,90.97,96.031,100.93,105.66,110.23,114.64,118.89,122.97,126.89,130.64,134.23,137.66,140.92,144.03,146.96,149.74,152.35,154.8,157.09,159.21,161.17,162.96,164.6,166.06,167.37,168.51,169.49,170.31,170.96,171.45,171.78,171.94,171.94,171.78,171.45,170.96,170.31,169.49,168.51,167.37,166.06,164.6,162.96,161.17,159.21,157.09,154.8,152.35,149.74,146.96,144.03,140.92,137.66,134.23,130.64,126.89,122.97,118.89,114.64,110.23,105.66,100.93,96.031,90.97,85.746,80.359,74.809,69.095,63.218,57.178,50.974,44.608,38.078,31.385,24.528,17.508,10.325,2.9793,-4.5301,-12.203,-20.039,-28.038
78,-14.815,-6.8156,1.0203,8.693,16.202,23.549,30.732,37.751,44.608,51.301,57.831,64.198,70.401,76.441,82.318,88.032,93.582,98.969,104.19,109.25,114.15,118.89,123.46,127.86,132.11,136.19,140.11,143.86,147.45,150.88,154.15,157.25,160.19,162.96,165.57,168.02,170.31,172.43,174.39,176.19,177.82,179.29,180.59,181.74,182.72,183.53,184.19,184.68,185,185.16,185.16,185,184.68,184.19,183.53,182.72,181.74,180.59,179.29,177.82,176.19,174.39,172.43,170.31,168.02,165.57,162.96,160.19,157.25,154.15,150.88,147.45,143.86,140.11,136.19,132.11,127.86,123.46,118.89,114.15,109.25,104.19,98.969,93.582,88.032,82.318,76.441,70.401,64.198,57.831,51.301,44.608,37.751,30.732,23.549,16.202,8.693,1.0203,-6.8156,-14.815
79,-1.1019,6.8973,14.733,22.406,29.915,37.262,44.444,51.464,58.321,65.014,71.544,77.91,84.114,90.154,96.031,101.74,107.3,112.68,117.91,122.97,127.86,132.6,137.17,141.58,145.82,149.9,153.82,157.58,161.17,164.6,167.86,170.96,173.9,176.68,179.29,181.74,184.02,186.14,188.1,189.9,191.53,193,194.31,195.45,196.43,197.25,197.9,198.39,198.71,198.88,198.88,198.71,198.39,197.9,197.25,196.43,195.45,194.31,193,191.53,189.9,188.1,186.14,184.02,181.74,179.29,176.68,173.9,170.96,167.86,164.6,161.17,157.58,153.82,149.9,145.82,141.58,137.17,132.6,127.86,122.97,117.91,112.68,107.3,101.74,96.031,90.154,84.114,77.91,71.544,65.014,58.321,51.464,44.444,37.262,29.915,22.406,14.733,6.8973,-1.1019
80,13.101,21.1,28.936,36.609,44.118,51.464,58.647,65.667,72.523,79.216,85.746,92.113,98.316,104.36,110.23,115.95,121.5,126.89,132.11,137.17,142.07,146.8,151.37,155.78,160.02,164.11,168.02,171.78,175.37,178.8,182.06,185.16,188.1,190.88,193.49,195.94,198.22,200.35,202.31,204.1,205.73,207.2,208.51,209.65,210.63,211.45,212.1,212.59,212.92,213.08,213.08,212.92,212.59,212.1,211.45,210.63,209.65,208.51,207.2,205.73,204.1,202.31,200.35,198.22,195.94,193.49,190.88,188.1,185.16,182.06,178.8,175.37,171.78,168.02,164.11,160.02,155.78,151.37,146.8,142.07,137.17,132.11,126.89,121.5,115.95,110.23,104.36,98.316,92.113,85.746,79.216,72.523,65.667,58.647,51.464,44.118,36.609,28.936,21.1,13.101
81,27.793,35.792,43.628,51.301,58.81,66.157,73.339,80.359,87.216,93.909,100.44,106.81,113.01,119.05,124.93,130.64,136.19,141.58,146.8,151.86,156.76,161.49,166.06,170.47,174.72,178.8,182.72,186.47,190.06,193.49,196.76,199.86,202.8,205.57,208.18,210.63,212.92,215.04,217,218.79,220.43,221.9,223.2,224.34,225.32,226.14,226.79,227.28,227.61,227.77,227.77,227.61,227.28,226.79,226.14,225.32,224.34,223.2,221.9,220.43,218.79,217,215.04,212.92,210.63,208.18,205.57,202.8,199.86,196.76,193.49,190.06,186.47,182.72,178.8,174.72,170.47,166.06,161.49,156.76,151.86,146.8,141.58,136.19,130.64,124.93,119.05,113.01,106.81,100.44,93.909,87.216,80.359,73.339,66.157,58.81,51.301,43.628,35.792,27.793
82,42.975,50.974,58.81,66.483,73.992,81.339,88.522,95.541,102.4,109.09,115.62,121.99,128.19,134.23,140.11,145.82,151.37,156.76,161.98,167.04,171.94,176.68,181.25,185.65,189.9,193.98,197.9,201.65,205.24,208.67,211.94,215.04,217.98,220.75,223.36,225.81,228.1,230.22,232.18,233.98,235.61,237.08,238.38,239.53,240.51,241.32,241.98,242.47,242.79,242.95,242.95,242.79,242.47,241.98,241.32,240.51,239.53,238.38,237.08,235.61,233.98,232.18,230.22,228.1,225.81,223.36,220.75,217.98,215.04,211.94,208.67,205.24,201.65,197.9,193.98,189.9,185.65,181.25,176.68,171.94,167.04,161.98,156.76,151.37,145.82,140.11,134.23,128.19,121.99,115.62,109.09,102.4,95.541,88.522,81.339,73.992,66.483,58.81,50.974,42.975
83,58.647,66.646,74.482,82.155,89.664,97.011,104.19,111.21,118.07,124.76,131.29,137.66,143.86,149.9,155.78,161.49,167.04,172.43,177.66,182.72,187.61,192.35,196.92,201.33,205.57,209.65,213.57,217.32,220.92,224.34,227.61,230.71,233.65,236.42,239.04,241.49,243.77,245.89,247.85,249.65,251.28,252.75,254.06,255.2,256.18,256.99,257.65,258.14,258.46,258.63,258.63,258.46,258.14,257.65,256.99,256.18,255.2,254.06,252.75,251.28,249.65,247.85,245.89,243.77,241.49,239.04,236.42,233.65,230.71,227.61,224.34,220.92,217.32,213.57,209.65,205.57,201.33,196.92,192.35,187.61,182.72,177.66,172.43,167.04,161.49,155.78,149.9,143.86,137.66,131.29,124.76,118.07,111.21,104.19,97.011,89.664,82.155,74.482,66.646,58.647
84,74.809,82.808,90.644,98.316,105.83,113.17,120.36,127.37,134.23,140.92,147.45,153.82,160.02,166.06,171.94,177.66,183.21,188.59,193.82,198.88,203.78,208.51,213.08,217.49,221.73,225.81,229.73,233.49,237.08,240.51,243.77,246.87,249.81,252.59,255.2,257.65,259.93,262.05,264.01,265.81,267.44,268.91,270.22,271.36,272.34,273.16,273.81,274.3,274.63,274.79,274.79,274.63,274.3,273.81,273.16,272.34,271.36,270.22,268.91,267.44,265.81,264.01,262.05,259.93,257.65,255.2,252.59,249.81,246.87,243.77,240.51,237.08,233.49,229.73,225.81,221.73,217.49,213.08,208.51,203.78,198.88,193.82,188.59,183.21,177.66,171.94,166.06,160.02,153.82,147.45,140.92,134.23,127.37,120.36,113.17,105.83,98.316,90.644,82.808,74.809
85,91.46,99.459,107.3,114.97,122.48,129.82,137.01,144.03,150.88,157.58,164.11,170.47,176.68,182.72,188.59,194.31,199.86,205.24,210.47,215.53,220.43,225.16,229.73,234.14,238.38,242.47,246.38,250.14,253.73,257.16,260.42,263.52,266.46,269.24,271.85,274.3,276.58,278.71,280.67,282.46,284.09,285.56,286.87,288.01,288.99,289.81,290.46,290.95,291.28,291.44,291.44,291.28,290.95,290.46,289.81,288.99,288.01,286.87,285.56,284.09,282.46,280.67,278.71,276.58,274.3,271.85,269.24,266.46,263.52,260.42,257.16,253.73,250.14,246.38,242.47,238.38,234.14,229.73,225.16,220.43,215.53,210.47,205.24,199.86,194.31,188.59,182.72,176.68,170.47,164.11,157.58,150.88,144.03,137.01,129.82,122.48,114.97,107.3,99.459,91.46
86,108.6,116.6,124.44,132.11,139.62,146.96,154.15,161.17,168.02,174.72,181.25,187.61,193.82,199.86,205.73,211.45,217,222.39,227.61,232.67,237.57,242.3,246.87,251.28,255.52,259.61,263.52,267.28,270.87,274.3,277.56,280.67,283.6,286.38,288.99,291.44,293.73,295.85,297.81,299.6,301.23,302.7,304.01,305.15,306.13,306.95,307.6,308.09,308.42,308.58,308.58,308.42,308.09,307.6,306.95,306.13,305.15,304.01,302.7,301.23,299.6,297.81,295.85,293.73,291.44,288.99,286.38,283.6,280.67,277.56,274.3,270.87,267.28,263.52,259.61,255.52,251.28,246.87,242.3,237.57,232.67,227.61,222.39,217,211.45,205.73,199.86,193.82,187.61,181.25,174.72,168.02,161.17,154.15,146.96,139.62,132.11,124.44,116.6,108.6
87,126.23,134.23,142.07,149.74,157.25,164.6,171.78,178.8,185.65,192.35,198.88,205.24,211.45,217.49,223.36,229.08,234.63,240.02,245.24,250.3,255.2,259.93,264.5,268.91,273.16,277.24,281.15,284.91,288.5,291.93,295.19,298.3,301.23,304.01,306.62,309.07,311.36,313.48,315.44,317.23,318.87,320.33,321.64,322.78,323.76,324.58,325.23,325.72,326.05,326.21,326.21,326.05,325.72,325.23,324.58,323.76,322.78,321.64,320.33,318.87,317.23,315.44,313.48,311.36,309.07,306.62,304.01,301.23,298.3,295.19,291.93,288.5,284.91,281.15,277.24,273.16,268.91,264.5,259.93,255.2,250.3,245.24,240.02,234.63,229.08,223.36,217.49,211.45,205.24,198.88,192.35,185.65,178.8,171.78,164.6,157.25,149.74,142.07,134.23,126.23
88,144.35,152.35,160.19,167.86,175.37,182.72,189.9,196.92,203.78,210.47,217,223.36,229.57,235.61,241.49,247.2,252.75,258.14,263.36,268.42,273.32,278.05,282.62,287.03,291.28,295.36,299.28,303.03,306.62,310.05,313.31,316.42,319.36,322.13,324.74,327.19,329.48,331.6,333.56,335.35,336.99,338.46,339.76,340.9,341.88,342.7,343.35,343.84,344.17,344.33,344.33,344.17,343.84,343.35,342.7,341.88,340.9,339.76,338.46,336.99,335.35,333.56,331.6,329.48,327.19,324.74,322.13,319.36,316.42,313.31,310.05,306.62,303.03,299.28,295.36,291.28,287.03,282.62,278.05,273.32,268.42,263.36,258.14,252.75,247.2,241.49,235.61,229.57,223.36,217,210.47,203.78,196.92,189.9,182.72,175.37,167.86,160.19,152.35,144.35
89,162.96,170.96,178.8,186.47,193.98,201.33,208.51,215.53,222.39,229.08,235.61,241.98,248.18,254.22,260.1,265.81,271.36,276.75,281.97,287.03,291.93,296.66,301.23,305.64,309.89,313.97,317.89,321.64,325.23,328.66,331.93,335.03,337.97,340.74,343.35,345.8,348.09,350.21,352.17,353.96,355.6,357.07,358.37,359.51,360.49,361.31,361.96,362.45,362.78,362.94,362.94,362.78,362.45,361.96,361.31,360.49,359.51,358.37,357.07,355.6,353.96,352.17,350.21,348.09,345.8,343.35,340.74,337.97,335.03,331.93,328.66,325.23,321.64,317.89,313.97,309.89,305.64,301.23,296.66,291.93,287.03,281.97,276.75,271.36,265.81,260.1,254.22,248.18,241.98,235.61,229.08,222.39,215.53,208.51,201.33,193.98,186.47,178.8,170.96,162.96
90,182.06,190.06,197.9,205.57,213.08,220.43,227.61,234.63,241.49,248.18,254.71,261.08,267.28,273.32,279.2,284.91,290.46,295.85,301.07,306.13,311.03,315.76,320.33,324.74,328.99,333.07,336.99,340.74,344.33,347.76,351.03,354.13,357.07,359.84,362.45,364.9,367.19,369.31,371.27,373.06,374.7,376.17,377.47,378.61,379.59,380.41,381.06,381.55,381.88,382.04,382.04,381.88,381.55,381.06,380.41,379.59,378.61,377.47,376.17,374.7,373.06,371.27,369.31,367.19,364.9,362.45,359.84,357.07,354.13,351.03,347.76,344.33,340.74,336.99,333.07,328.99,324.74,320.33,315.76,311.03,306.13,301.07,295.85,290.46,284.91,279.2,273.32,267.28,261.08,254.71,248.18,241.49,234.63,227.61,220.43,213.08,205.57,197.9,190.06,182.06
91,201.65,209.65,217.49,225.16,232.67,240.02,247.2,254.22,261.08,267.77,274.3,280.67,286.87,292.91,298.79,304.5,310.05,315.44,320.66,325.72,330.62,335.35,339.92,344.33,348.58,352.66,356.58,360.33,363.92,367.35,370.62,373.72,376.66,379.43,382.04,384.49,386.78,388.9,390.86,392.65,394.29,395.76,397.06,398.2,399.18,400,400.65,401.14,401.47,401.63,401.63,401.47,401.14,400.65,400,399.18,398.2,397.06,395.76,394.29,392.65,390.86,388.9,386.78,384.49,382.04,379.43,376.66,373.72,370.62,367.35,363.92,360.33,356.58,352.66,348.58,344.33,339.92,335.35,330.62,325.72,320.66,315.44,310.05,304.5,298.79,292.91,286.87,280.67,274.3,267.77,261.08,254.22,247.2,240.02,232.67,225.16,217.49,209.65,201.65
92,221.73,229.73,237.57,245.24,252.75,260.1,267.28,274.3,281.15,287.85,294.38,300.74,306.95,312.99,318.87,324.58,330.13,335.52,340.74,345.8,350.7,355.43,360,364.41,368.66,372.74,376.66,380.41,384,387.43,390.69,393.8,396.74,399.51,402.12,404.57,406.86,408.98,410.94,412.73,414.37,415.84,417.14,418.28,419.26,420.08,420.73,421.22,421.55,421.71,421.71,421.55,421.22,420.73,420.08,419.26,418.28,417.14,415.84,414.37,412.73,410.94,408.98,406.86,404.57,402.12,399.51,396.74,393.8,390.69,387.43,384,380.41,376.66,372.74,368.66,364.41,360,355.43,350.7,345.8,340.74,335.52,330.13,324.58,318.87,312.99,306.95,300.74,294.38,287.85,281.15,274.3,267.28,260.1,252.75,245.24,237.57,229.73,221.73
93,242.3,250.3,258.14,265.81,273.32,280.67,287.85,294.87,301.72,308.42,314.95,321.31,327.52,333.56,339.43,345.15,350.7,356.09,361.31,366.37,371.27,376,380.57,384.98,389.23,393.31,397.22,400.98,404.57,408,411.26,414.37,417.3,420.08,422.69,425.14,427.43,429.55,431.51,433.3,434.94,436.4,437.71,438.85,439.83,440.65,441.3,441.79,442.12,442.28,442.28,442.12,441.79,441.3,440.65,439.83,438.85,437.71,436.4,434.94,433.3,431.51,429.55,427.43,425.14,422.69,420.08,417.3,414.37,411.26,408,404.57,400.98,397.22,393.31,389.23,384.98,380.57,376,371.27,366.37,361.31,356.09,350.7,345.15,339.43,333.56,327.52,321.31,314.95,308.42,301.72,294.87,287.85,280.67,273.32,265.81,258.14,250.3,242.3
